date, DAXPoints
734923,6.871250e+03
734926,6.817460e+03
734927,6.867230e+03
734928,6.914660e+03
734929,6.831970e+03
734930,6.944450e+03
734933,6.876890e+03
734934,6.835970e+03
734935,6.638480e+03
734936,6.723330e+03
734937,6.848520e+03
734940,6.868970e+03
734941,6.957250e+03
734942,7.028920e+03
734943,7.093970e+03
734944,7.145780e+03
734947,7.143930e+03
734948,7.121920e+03
734949,7.088760e+03
734950,7.053420e+03
734951,6.986900e+03
734954,7.022640e+03
734955,7.106770e+03
734956,7.056050e+03
734957,6.980090e+03
734958,6.924820e+03
734961,6.973990e+03
734962,7.053910e+03
734963,6.940610e+03
734964,6.817850e+03
734969,6.694720e+03
734970,6.628660e+03
734971,6.710370e+03
734972,6.732070e+03
734975,6.556300e+03
734976,6.625710e+03
734977,6.780490e+03
734978,6.775460e+03
734979,6.689710e+03
734982,6.666790e+03
734983,6.566110e+03
734984,6.622960e+03
734985,6.702610e+03
734986,6.662310e+03
734989,6.844100e+03
734991,6.861300e+03
734992,6.749270e+03
734993,6.682960e+03
734996,6.515940e+03
734997,6.548740e+03
734998,6.483270e+03
734999,6.531150e+03
735000,6.465190e+03
735003,6.499790e+03
735004,6.501930e+03
735005,6.344920e+03
735006,6.401150e+03
735007,6.254820e+03
735010,6.269310e+03
735011,6.381830e+03
735012,6.352430e+03
735013,6.338120e+03
735014,6.334150e+03
735017,6.425100e+03
735018,6.396650e+03
735019,6.360790e+03
735020,6.297680e+03
735021,6.259760e+03
735024,5.976460e+03
735025,5.999860e+03
735026,6.028360e+03
735027,6.117760e+03
735028,6.082630e+03
735031,6.255650e+03
735032,6.141920e+03
735033,6.183800e+03
735034,6.146920e+03
735035,6.164560e+03
735038,6.304770e+03
735039,6.254770e+03
735040,6.364060e+03
735041,6.357250e+03
735042,6.273100e+03
735045,6.229430e+03
735046,6.157840e+03
735047,6.155910e+03
735048,6.232120e+03
735049,6.296740e+03
735052,6.405390e+03
735053,6.508330e+03
735054,6.564300e+03
735055,6.561770e+03
735056,6.508220e+03
735059,6.408640e+03
735060,6.397460e+03
735061,6.413170e+03
735062,6.410940e+03
735063,6.446220e+03
735066,6.550950e+03
735067,6.583770e+03
735068,6.601710e+03
735069,6.706990e+03
735070,6.741900e+03
735073,6.561870e+03
735074,6.420820e+03
735075,6.387840e+03
735076,6.393200e+03
735077,6.605420e+03
735080,6.729190e+03
735081,6.780620e+03
735082,6.775990e+03
735083,6.756160e+03
735084,6.626300e+03
735087,6.845880e+03
735088,6.909280e+03
735089,6.944890e+03
735090,6.979410e+03
735091,6.927710e+03
